POA_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
POA2803,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,13,13,268,3,0,3,13,286
POA2804,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,70,8,75,8,81,..,14,0,14,278,284,2461,81,8,86,278,2832
POA2805,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,16,0,13,0,13,..,0,0,0,46,46,353,16,0,13,46,408
POA2806,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,11,0,18,..,3,0,3,123,124,726,13,0,18,120,862
POA2807,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,4,14,0,14,..,0,0,0,40,41,398,11,4,12,40,450
POA2808,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,23,23,188,6,0,6,23,216
POA2809,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,18,16,176,0,0,0,18,202
POA2810,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,6,0,6,..,47,0,49,0,49,..,5,0,5,214,223,2861,55,0,55,214,3132
POA2817,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,47,47,313,4,0,4,47,359
POA2818,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,65,65,776,0,0,0,65,849
POA2820,0,6,0,6,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,38,5,44,0,44,..,208,26,234,3,233,..,14,0,14,1534,1549,5598,225,26,248,1537,7378
POA2821,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,21,0,21,..,72,5,75,0,75,..,17,0,17,616,637,4067,90,5,94,622,4778
POA2822,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,61,61,368,0,0,0,61,433
POA2823,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,8,..,32,4,37,0,34,..,7,0,7,169,177,1131,40,4,42,172,1340
POA2824,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,67,3,71,0,71,..,3,0,3,216,221,1767,64,3,71,216,2055
POA2825,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,5,0,5,..,20,0,20,0,20,..,85,4,85,0,85,..,3,0,3,156,156,1963,84,4,88,156,2202
POA2826,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,10,10,163,4,0,4,10,178
POA2827,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,11,..,54,3,60,5,60,..,11,0,12,409,423,3198,66,3,71,413,3678
POA2828,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,107,113,683,11,0,11,107,798
POA2829,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,10,0,10,..,14,0,14,0,14,..,71,4,71,0,73,..,5,3,7,403,411,2480,75,7,79,405,2965
POA2830,8,74,4,78,..,34,11,44,0,44,..,0,0,0,0,0,..,43,14,55,0,56,..,542,49,591,17,610,..,3486,358,3844,57,3899,..,157,15,175,3647,3819,37246,3640,372,4017,3699,44963
POA2831,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,22,0,22,0,22,..,5,0,5,230,234,1593,26,0,27,230,1845
POA2832,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,23,0,23,0,24,..,67,13,72,0,76,..,10,0,10,717,723,1347,72,13,84,715,2149
POA2833,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,0,0,0,..,21,0,24,0,24,..,8,0,8,145,151,463,24,0,29,145,634
POA2834,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,40,0,38,0,38,..,153,20,173,5,176,..,11,0,11,407,413,1391,165,20,184,409,1984
POA2835,0,0,0,0,..,3,0,10,0,10,..,0,0,0,0,0,..,6,3,7,0,7,..,33,4,43,0,43,..,156,18,177,0,180,..,3,0,3,570,572,3045,161,18,179,569,3793
POA2836,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,5,0,6,..,10,0,11,0,17,..,3,5,5,171,177,702,16,3,20,170,895
POA2838,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,49,49,178,0,0,0,49,223
POA2839,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,43,3,45,0,50,..,0,0,0,160,162,872,41,3,46,160,1079
POA2840,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,27,0,27,0,27,..,83,3,92,0,93,..,14,0,14,395,408,1884,95,3,101,397,2389
POA2842,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,11,0,11,0,14,..,0,0,0,66,62,637,12,0,20,69,720
POA2843,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,13,0,13,..,0,0,4,206,204,1046,13,0,14,206,1262
POA2844,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,6,0,6,0,6,..,25,0,26,0,26,..,0,0,0,124,123,1158,29,0,31,124,1312
POA2845,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,3,15,0,15,..,61,15,69,0,75,..,8,0,6,78,85,1859,70,12,81,80,2019
POA2846,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,9,0,9,..,0,0,0,22,22,224,3,0,9,22,253
POA2847,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,25,0,22,0,22,..,55,5,65,0,65,..,16,0,16,215,227,2155,66,5,74,215,2447
POA2848,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,5,6,0,6,..,9,0,9,0,9,..,44,12,53,0,53,..,3,0,3,168,175,1314,52,12,57,168,1540
POA2849,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,40,0,42,0,45,..,0,0,0,160,162,1407,46,0,47,160,1610
POA2850,0,4,0,4,..,22,0,27,0,27,..,0,0,0,0,0,..,17,4,17,0,17,..,123,25,147,3,152,..,618,74,687,9,706,..,55,0,59,1294,1350,17091,676,73,750,1305,19146
POA2852,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,24,0,27,0,27,..,65,0,68,4,66,..,8,0,8,290,294,3370,69,0,72,293,3734
POA2864,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,58,58,760,5,0,5,58,824
POA2865,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,15,0,15,..,0,0,0,66,70,843,19,0,23,66,927
POA2866,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,3,21,0,21,..,43,5,47,0,47,..,8,0,8,235,241,2827,49,5,54,235,3112
POA2867,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,54,59,577,3,0,3,54,636
POA2868,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,12,0,12,0,12,..,0,0,0,36,36,535,12,0,12,36,579
POA2869,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,8,..,29,5,39,0,36,..,6,0,6,227,238,1257,35,5,43,233,1528
POA2870,0,0,0,0,..,5,3,12,0,8,..,5,0,5,0,5,..,10,5,13,0,13,..,89,11,98,0,94,..,405,47,447,8,450,..,25,4,30,741,768,10819,426,45,471,747,12036
POA2871,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,22,0,18,0,21,..,176,19,195,4,199,..,13,0,13,726,741,8027,191,19,215,725,8965
POA2873,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,3,13,0,12,..,0,0,0,65,65,487,9,3,13,65,560
POA2874,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,49,49,310,4,0,4,49,369
POA2875,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,17,0,17,..,3,0,3,61,64,727,19,0,22,61,802
POA2876,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,61,61,428,0,0,0,61,494
POA2877,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,33,0,35,0,35,..,141,11,151,0,153,..,12,0,12,403,422,3006,155,11,168,408,3575
POA2878,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,58,58,220,3,0,3,58,286
POA2879,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,5,0,11,0,11,..,0,0,0,110,115,452,9,0,10,110,577
POA2880,4,7,0,7,..,6,0,6,0,6,..,0,0,0,0,0,..,12,0,12,0,12,..,125,15,140,0,135,..,543,60,601,5,608,..,51,0,52,1500,1554,15933,591,65,651,1507,18097
POA2898,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,15,0,15,..,27,6,34,0,32,..,0,0,0,34,34,382,27,6,34,37,445
POA3000,16,359,7,365,..,941,277,1218,4,1218,..,70,12,77,0,82,..,1080,77,1156,0,1158,..,1193,115,1303,19,1327,..,22820,3095,25916,98,26009,..,133,33,161,3886,4045,13028,22953,3125,26076,3986,43084
POA3002,0,3,0,3,..,4,0,10,0,10,..,6,0,6,0,6,..,23,0,28,0,28,..,54,0,55,0,55,..,647,32,683,0,689,..,13,0,14,258,279,3933,660,35,699,268,4896
POA3003,0,56,0,61,..,63,7,73,3,80,..,25,6,27,0,27,..,158,14,172,0,169,..,191,15,207,5,214,..,3177,407,3585,30,3610,..,24,9,35,549,581,3826,3203,411,3617,579,8025
POA3004,0,47,0,52,..,47,4,50,0,46,..,32,0,32,0,32,..,59,3,59,0,60,..,250,26,270,9,278,..,3478,297,3780,26,3809,..,33,6,34,1029,1058,6620,3512,303,3809,1054,11482
POA3006,8,178,0,184,..,156,35,195,0,195,..,73,3,77,0,78,..,300,27,321,0,322,..,629,54,682,18,700,..,10064,919,10978,85,11068,..,89,16,110,1234,1338,10294,10158,932,11086,1319,22699
POA3008,25,285,7,287,..,136,31,175,0,175,..,70,5,78,0,76,..,191,20,207,5,214,..,683,57,743,24,764,..,7351,835,8184,72,8256,..,69,19,85,1347,1431,5807,7424,853,8271,1419,15495
POA3011,4,46,0,44,..,63,10,75,0,75,..,51,12,60,0,60,..,1392,647,2040,17,2054,..,898,147,1041,13,1058,..,6106,1594,7701,80,7779,..,101,17,122,1359,1479,13012,6210,1617,7822,1439,22278
POA3012,4,69,0,69,..,72,20,93,0,93,..,95,36,130,0,131,..,2013,801,2819,30,2846,..,1189,150,1342,25,1365,..,7889,1941,9827,108,9931,..,116,25,140,1328,1472,15616,8006,1966,9972,1435,27023
POA3013,6,23,0,23,..,38,0,36,0,38,..,30,0,30,0,30,..,346,111,457,0,460,..,250,32,281,8,286,..,2553,552,3102,27,3129,..,59,11,71,505,574,11933,2614,564,3174,528,15636
POA3015,0,28,0,28,..,37,10,50,0,47,..,19,0,22,0,27,..,120,37,154,3,158,..,317,44,360,10,368,..,2936,468,3409,35,3449,..,59,11,69,579,644,14546,2995,480,3477,614,18634
POA3016,0,14,0,14,..,29,3,32,0,32,..,14,0,15,0,15,..,119,31,153,0,157,..,269,31,300,3,307,..,2164,225,2385,22,2406,..,48,0,52,481,536,13085,2208,226,2439,504,16025
POA3018,0,21,0,21,..,24,4,28,0,28,..,16,3,20,0,20,..,126,32,156,0,156,..,502,63,568,10,583,..,2333,265,2597,25,2619,..,39,3,44,553,598,10338,2371,265,2644,579,13556
POA3019,5,40,0,40,..,23,0,24,0,24,..,37,14,59,0,61,..,1862,965,2829,19,2849,..,827,181,1009,21,1024,..,4509,1657,6164,51,6224,..,48,26,75,586,659,2799,4557,1684,6240,646,9682
POA3020,72,290,5,300,..,104,12,123,0,127,..,385,113,495,7,500,..,6733,3597,10332,86,10424,..,3803,984,4787,56,4838,..,19818,6812,26630,246,26879,..,278,106,381,2546,2932,14564,20098,6918,27019,2794,44372
POA3021,47,250,4,254,..,105,30,133,0,133,..,363,124,489,0,491,..,9070,6023,15091,108,15201,..,4549,1416,5962,74,6035,..,26074,10562,36637,290,36924,..,371,151,522,4219,4739,13447,26449,10711,37158,4504,55112
POA3022,0,15,0,15,..,0,0,8,0,8,..,12,0,14,0,14,..,266,143,412,3,415,..,307,69,376,9,381,..,1155,339,1496,21,1515,..,10,4,20,285,306,1348,1171,347,1514,304,3170
POA3023,37,508,0,509,..,133,28,162,0,162,..,617,140,757,3,758,..,5457,2472,7926,77,8002,..,5555,1221,6770,79,6851,..,29218,6125,35344,291,35634,..,447,143,590,5066,5660,25855,29672,6267,35936,5355,67146
POA3024,28,670,11,682,..,66,23,93,5,97,..,44,5,49,0,49,..,122,23,147,0,147,..,3831,817,4650,99,4750,..,13075,1648,14729,210,14936,..,249,59,308,1612,1917,17141,13327,1704,15033,1826,34004
POA3025,0,22,0,22,..,28,3,35,3,38,..,10,0,11,0,11,..,384,150,537,11,540,..,515,98,616,17,632,..,4396,1052,5443,53,5497,..,68,18,86,703,790,6679,4461,1068,5525,761,12962
POA3026,3,30,0,30,..,13,5,19,0,19,..,43,3,46,0,46,..,969,393,1357,19,1376,..,847,150,995,9,1004,..,4206,838,5049,52,5094,..,84,18,98,394,496,3180,4285,857,5146,448,8770
POA3027,5,133,0,137,..,55,15,69,0,69,..,18,3,19,0,19,..,116,46,164,0,164,..,797,69,870,14,883,..,5217,599,5815,78,5888,..,64,5,72,467,538,3021,5280,604,5883,544,9448
POA3028,10,109,0,108,..,64,20,84,0,84,..,45,16,62,0,62,..,539,227,770,12,785,..,1528,345,1876,33,1906,..,8443,1559,10007,115,10125,..,137,31,165,1341,1505,16564,8579,1590,10170,1458,28191
POA3029,120,1833,29,1861,..,198,48,242,3,246,..,183,30,211,0,215,..,1129,406,1538,13,1555,..,12026,1949,13974,279,14250,..,65887,7703,73588,1008,74599,..,943,224,1161,8012,9173,46117,66828,7925,74752,9023,129888
POA3030,67,1582,22,1603,..,259,58,317,4,317,..,157,19,174,0,178,..,1004,308,1314,16,1323,..,7386,1644,9029,166,9197,..,43491,6543,50039,626,50665,..,647,151,802,5606,6403,62137,44137,6695,50837,6231,119201
POA3031,4,30,0,30,..,43,4,46,0,46,..,84,23,105,0,105,..,388,229,614,7,625,..,933,211,1146,26,1164,..,3875,1031,4904,73,4974,..,84,8,99,884,979,11816,3963,1039,5002,957,17772
POA3032,3,79,0,80,..,69,10,85,0,85,..,142,21,163,0,165,..,1770,512,2282,15,2297,..,1065,185,1254,29,1280,..,8842,1695,10534,125,10659,..,116,25,137,1282,1419,17801,8960,1714,10674,1402,29874
POA3033,4,66,0,70,..,31,0,31,0,31,..,60,20,77,5,81,..,306,130,434,0,440,..,337,47,381,8,389,..,4228,761,4986,36,5026,..,53,13,65,449,518,9538,4280,774,5049,488,15078
POA3034,0,36,0,36,..,24,3,31,0,31,..,47,7,55,0,55,..,640,193,839,5,839,..,400,39,442,0,446,..,4752,1034,5783,35,5822,..,76,13,93,377,470,6097,4825,1048,5877,416,12388
POA3036,0,4,0,8,..,0,0,3,0,3,..,54,0,59,0,59,..,78,7,83,0,83,..,136,6,137,0,142,..,1222,106,1323,7,1337,..,30,0,31,159,190,4445,1254,104,1358,171,5974
POA3037,24,381,4,384,..,84,11,95,0,95,..,607,101,703,5,705,..,1618,825,2443,18,2463,..,2778,420,3196,45,3244,..,19424,3190,22618,154,22775,..,337,70,408,1742,2151,26482,19759,3263,23023,1901,51402
POA3038,4,71,0,71,..,24,3,24,0,25,..,302,67,376,0,379,..,893,314,1202,3,1213,..,1197,179,1374,9,1388,..,9517,1641,11154,48,11201,..,144,22,167,838,1009,14496,9658,1660,11322,888,26703
POA3039,0,29,0,29,..,31,6,37,0,37,..,79,11,94,0,94,..,147,29,175,0,175,..,321,47,361,16,376,..,3426,504,3929,44,3972,..,48,7,56,451,507,11741,3468,516,3987,492,16224
POA3040,3,42,0,42,..,37,9,47,0,47,..,151,17,167,0,167,..,350,48,402,0,402,..,540,47,585,8,594,..,5614,523,6138,61,6195,..,85,6,85,803,896,19639,5694,535,6225,862,26722
POA3041,4,30,0,34,..,27,3,30,0,30,..,237,29,270,3,274,..,127,20,142,0,143,..,337,26,362,3,369,..,2732,262,3000,22,3019,..,58,0,63,325,389,9706,2793,270,3058,349,13111
POA3042,3,23,0,23,..,42,11,51,0,51,..,58,5,58,0,58,..,109,28,134,0,134,..,354,44,399,9,402,..,3650,560,4209,38,4246,..,63,11,65,477,542,11976,3707,562,4273,515,16763
POA3043,0,31,0,31,..,58,3,62,0,62,..,329,65,397,0,400,..,83,20,101,0,101,..,673,151,820,14,833,..,5143,846,5984,39,6023,..,98,13,114,652,763,11127,5241,860,6098,694,17912
POA3044,0,61,0,63,..,62,9,66,0,66,..,385,61,442,6,450,..,281,49,328,0,329,..,525,67,595,27,619,..,7926,1103,9030,100,9127,..,88,16,102,940,1046,18530,8012,1118,9135,1039,28701
POA3045,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,6,..,0,0,0,49,51,3,6,0,6,49,64
POA3046,21,160,0,159,..,80,12,90,0,90,..,959,250,1214,12,1226,..,301,88,391,3,391,..,1284,211,1495,41,1535,..,14216,2150,16364,195,16556,..,273,41,319,2135,2452,17763,14490,2192,16682,2324,36772
POA3047,14,107,3,105,..,48,7,58,0,58,..,1752,723,2477,21,2500,..,290,163,453,0,453,..,1394,589,1982,25,2003,..,10219,2883,13103,131,13228,..,219,73,290,2101,2392,5852,10439,2957,13399,2227,21478
POA3048,0,32,0,32,..,21,19,41,0,41,..,2544,892,3432,24,3455,..,423,235,656,3,657,..,1597,634,2229,24,2252,..,9108,2770,11877,109,11983,..,194,99,292,1239,1532,4567,9299,2863,12171,1347,18081
POA3049,0,3,0,3,..,22,0,23,0,23,..,262,39,299,7,304,..,45,30,71,0,71,..,367,68,438,3,439,..,2460,371,2824,26,2850,..,42,9,48,417,467,6496,2501,373,2876,440,9812
POA3051,3,66,0,66,..,43,8,55,0,55,..,60,8,67,0,70,..,365,100,465,0,465,..,743,127,868,13,885,..,4792,803,5592,34,5631,..,73,12,82,1248,1326,7995,4866,812,5675,1284,14953
POA3052,0,36,0,37,..,11,0,14,0,14,..,24,0,24,0,24,..,82,13,94,0,94,..,235,20,259,7,261,..,1858,213,2067,10,2076,..,23,3,29,427,457,4764,1878,219,2096,432,7297
POA3053,0,109,0,109,..,109,28,136,0,138,..,40,23,61,0,65,..,275,96,369,0,374,..,712,97,809,7,811,..,6777,843,7618,29,7643,..,48,11,56,924,979,7411,6825,850,7672,950,16034
POA3054,0,0,0,0,..,12,0,12,0,12,..,17,3,21,0,21,..,24,8,39,0,39,..,151,6,157,4,159,..,1036,119,1155,11,1166,..,35,0,36,267,303,6716,1078,112,1196,278,8186
POA3055,3,49,0,49,..,26,3,28,0,28,..,87,18,104,0,107,..,120,17,134,3,134,..,305,37,339,5,346,..,3514,525,4035,34,4071,..,54,9,62,436,505,10176,3565,533,4096,469,14746
POA3056,5,35,0,35,..,24,3,30,0,30,..,132,56,184,0,189,..,173,50,222,0,222,..,377,68,440,13,452,..,4821,1067,5889,45,5936,..,92,6,101,711,812,18169,4915,1073,5987,760,24912
POA3057,0,15,0,15,..,23,3,28,0,28,..,46,7,57,0,57,..,93,21,116,0,113,..,199,25,223,11,226,..,2655,335,2989,33,3023,..,30,0,35,475,507,9731,2687,337,3025,511,13262
POA3058,0,42,0,42,..,60,14,81,0,81,..,469,149,620,3,622,..,185,51,241,0,241,..,621,73,690,21,711,..,9067,1938,11009,98,11105,..,122,19,138,1148,1290,22510,9190,1951,11145,1246,34906
POA3059,4,52,0,52,..,33,3,38,0,38,..,1588,283,1873,10,1880,..,80,18,100,0,100,..,1292,211,1508,22,1530,..,8646,1027,9670,68,9742,..,188,40,230,589,818,10716,8833,1068,9900,659,21274
POA3060,3,66,0,66,..,10,8,14,0,14,..,255,81,340,0,339,..,84,56,137,0,137,..,585,154,741,16,759,..,6881,1334,8212,92,8300,..,105,32,133,827,960,5011,6984,1360,8348,918,14274
POA3061,0,9,0,9,..,3,4,4,0,4,..,216,91,300,0,304,..,48,33,85,0,85,..,451,186,628,6,639,..,2656,720,3374,34,3404,..,54,25,81,312,397,1181,2707,747,3454,346,4977
POA3062,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,3,0,3,..,0,0,0,0,0,0,5,0,3,0,6
POA3063,0,0,0,0,..,0,0,0,0,0,..,16,3,23,0,23,..,0,0,0,0,0,..,4,0,8,0,8,..,70,8,83,0,83,..,4,0,4,34,35,448,70,8,80,34,563
POA3064,43,709,19,727,..,161,56,221,3,223,..,4875,1066,5944,37,5988,..,396,151,542,6,547,..,11673,4086,15760,216,15972,..,57956,10793,68755,778,69535,..,1180,397,1579,5322,6900,37984,59138,11198,70335,6101,114413
POA3065,0,12,0,12,..,24,7,29,0,29,..,26,9,37,0,37,..,215,184,396,3,405,..,446,89,532,16,552,..,1773,597,2367,31,2399,..,45,6,47,828,876,7157,1817,602,2419,857,10431
POA3066,0,10,0,10,..,21,12,34,0,34,..,53,25,77,0,80,..,211,164,370,0,370,..,508,110,614,14,629,..,1758,493,2258,19,2277,..,43,13,62,573,632,6269,1807,507,2317,595,9179
POA3067,0,14,0,14,..,46,13,56,0,53,..,10,0,10,0,10,..,297,126,417,0,417,..,164,11,174,10,175,..,1807,305,2112,19,2129,..,26,5,32,483,516,6452,1830,310,2139,504,9096
POA3068,0,18,0,18,..,17,4,23,0,23,..,49,5,55,0,55,..,103,58,160,0,167,..,316,55,373,8,379,..,2383,462,2844,29,2871,..,47,10,61,664,722,15784,2430,474,2902,694,19382
POA3070,0,24,0,24,..,24,0,28,0,28,..,49,3,53,0,51,..,163,64,228,4,233,..,319,24,344,7,358,..,3945,899,4848,60,4904,..,86,8,96,767,861,19519,4030,905,4941,823,25276
POA3071,3,11,0,11,..,36,0,34,0,34,..,28,0,28,0,28,..,146,64,209,3,216,..,320,42,361,10,373,..,3825,932,4764,33,4797,..,65,8,73,502,575,13631,3889,943,4836,539,19005
POA3072,6,137,0,136,..,66,12,78,0,78,..,74,18,92,0,92,..,647,250,897,6,901,..,830,120,952,18,969,..,9096,2248,11339,79,11418,..,107,29,139,1264,1405,20968,9198,2278,11480,1344,33790
POA3073,9,145,0,152,..,111,17,127,0,127,..,184,40,221,0,226,..,891,346,1241,0,1244,..,1481,244,1730,42,1769,..,16828,3707,20541,195,20740,..,220,50,269,2532,2803,27559,17051,3759,20808,2733,51096
POA3074,22,109,0,114,..,22,11,33,0,34,..,297,118,420,0,420,..,997,528,1523,11,1535,..,828,139,969,15,984,..,10119,3063,13178,89,13269,..,139,48,189,807,997,5968,10266,3104,13371,897,20234
POA3075,27,138,0,140,..,40,10,46,3,46,..,299,82,386,0,386,..,1050,504,1553,15,1568,..,909,192,1104,22,1126,..,11332,2979,14313,135,14449,..,187,70,255,1125,1374,7395,11521,3050,14572,1259,23219
POA3076,49,532,8,546,..,30,7,36,0,36,..,233,63,301,0,303,..,508,214,719,10,726,..,1341,219,1559,36,1595,..,14212,2301,16517,173,16693,..,230,53,280,2067,2347,14444,14440,2359,16800,2245,33489
POA3078,0,11,0,17,..,9,3,15,0,15,..,11,0,13,0,14,..,94,18,110,0,110,..,137,9,154,7,161,..,1913,304,2217,22,2242,..,41,3,41,408,455,9550,1957,308,2261,429,12237
POA3079,7,97,0,96,..,31,0,33,0,33,..,15,4,13,0,19,..,115,20,128,0,129,..,205,23,224,11,232,..,3356,459,3817,31,3845,..,43,3,46,465,513,12707,3389,467,3859,497,17055
POA3081,4,73,0,73,..,45,10,55,0,55,..,23,4,29,0,29,..,180,57,233,4,238,..,959,126,1085,17,1103,..,3736,672,4404,51,4460,..,99,12,109,778,885,8661,3831,684,4518,831,14003
POA3082,34,377,0,378,..,31,7,43,0,45,..,119,17,137,0,136,..,392,142,537,3,539,..,863,113,973,22,997,..,10219,1717,11939,113,12051,..,181,39,218,902,1118,15545,10398,1756,12152,1015,28712
