POA_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
POA4172,540,1089,7,21,46,235,12,55,383,1433,449,1735,16,56,54,185,78,255,144,497,592,2232,0,14,13,44,0,14,67,173,87,237,11,27,34,80,83,181,131,291,220,530,40,83,1391,3926
POA4173,916,1836,17,79,80,360,25,113,623,2345,746,2903,44,168,82,267,196,633,320,1071,1068,3973,3,10,31,109,8,27,149,379,195,527,12,38,20,44,171,376,202,459,396,984,49,100,2427,6896
POA4174,275,548,5,31,38,163,0,19,230,840,274,1051,13,55,37,115,70,228,115,398,397,1452,0,9,10,34,6,16,56,144,68,204,0,6,6,20,45,107,54,132,125,332,21,52,813,2379
POA4178,2741,5510,50,273,270,1223,73,341,1842,6968,2244,8807,120,510,300,1056,522,1684,941,3254,3188,12059,15,50,87,274,30,108,562,1382,691,1820,54,181,139,309,505,1086,700,1576,1391,3394,124,254,7435,21214
POA4179,2083,4165,28,145,287,1314,53,234,1460,5630,1835,7320,128,538,280,953,435,1393,842,2881,2678,10201,3,18,80,246,23,61,369,947,468,1278,37,118,94,202,325,703,453,1024,922,2299,75,151,5752,16814
POA4183,298,595,3,11,12,49,6,24,86,330,105,422,8,41,7,23,36,103,57,169,155,585,0,8,3,14,0,13,40,106,50,134,0,0,4,11,38,71,41,83,86,214,4,10,544,1408
POA4184,1404,2818,3,19,31,130,10,35,161,617,202,805,9,40,41,121,128,381,175,541,379,1345,3,24,19,59,18,52,136,345,167,481,12,19,39,77,198,427,244,522,414,1002,39,82,2240,5252
POA4205,734,1470,14,81,21,114,20,98,266,1029,322,1327,23,82,27,101,102,323,151,500,480,1826,5,29,19,75,10,40,155,413,194,562,10,26,27,48,120,262,148,332,341,898,30,64,1587,4255
POA4207,6395,12972,173,1028,629,3055,277,1342,4344,17180,5423,22604,282,1216,415,1398,1284,4167,1985,6791,7412,29396,60,288,260,934,219,788,1873,5336,2409,7344,117,400,228,506,1258,2776,1609,3677,4016,11028,293,609,18113,54005
POA4208,2191,4415,77,455,410,1937,132,632,1986,7789,2604,10811,134,578,235,806,553,1799,924,3182,3533,13996,18,80,97,358,47,175,452,1241,617,1847,47,152,88,205,260,586,393,942,1006,2790,56,115,6786,21317
POA4209,5969,12061,185,1051,914,4333,372,1766,6046,23560,7516,30704,387,1637,625,2107,1186,3829,2191,7576,9712,38278,89,422,304,1112,197,729,2024,5685,2622,7955,152,478,307,691,1007,2260,1467,3434,4086,11385,250,546,20020,62269
POA4210,1998,4037,65,339,357,1624,116,525,1809,7053,2338,9541,162,697,248,841,556,1812,965,3349,3307,12890,16,89,67,246,34,138,422,1125,547,1600,35,117,80,188,324,723,441,1028,990,2627,62,123,6353,19684
POA4211,6387,12908,133,718,764,3494,235,1094,4152,16066,5287,21374,335,1388,621,2112,1504,4850,2463,8347,7742,29727,45,226,241,797,125,448,1193,3099,1606,4571,138,447,245,546,1159,2579,1544,3573,3155,8148,234,491,17518,51271
POA4212,4356,8739,42,239,430,1947,132,574,1939,7365,2539,10127,238,1007,444,1507,831,2662,1515,5174,4055,15305,18,74,97,306,35,127,456,1122,598,1630,61,188,146,335,455,1011,657,1531,1252,3161,101,219,9770,27427
POA4213,2867,5792,73,415,497,2326,115,517,2251,8888,2943,12139,210,910,407,1381,812,2606,1433,4893,4374,17038,21,92,117,380,46,154,496,1330,675,1956,67,220,133,301,481,1042,679,1564,1352,3521,86,176,8679,26525
POA4214,3852,7775,67,388,446,2030,129,619,2342,8964,2985,12005,263,1096,475,1621,914,2979,1647,5695,4634,17695,22,90,110,374,66,251,647,1728,846,2442,100,331,191,424,704,1560,994,2313,1836,4752,153,315,10475,30536
POA4215,6164,12352,36,209,254,1168,84,381,2178,7835,2552,9599,115,474,319,1037,610,1884,1044,3394,3596,12989,26,121,159,540,99,325,1114,2727,1403,3711,83,258,356,774,1170,2488,1614,3521,3014,7234,400,841,13179,33419
POA4216,5809,11598,40,208,291,1307,64,299,1772,6564,2171,8381,150,615,322,1085,729,2293,1205,4001,3369,12379,21,86,117,372,50,166,634,1603,817,2230,52,169,193,438,792,1673,1036,2275,1852,4509,174,359,11216,28844
POA4217,5998,11944,36,208,342,1520,62,271,1800,6680,2240,8673,129,527,433,1442,567,1768,1129,3738,3367,12409,7,26,90,261,32,115,569,1379,693,1784,45,134,204,461,588,1246,839,1838,1534,3623,204,421,11104,28399
POA4218,4443,8865,39,192,292,1305,56,246,1764,6683,2147,8421,147,604,329,1108,540,1712,1017,3419,3163,11845,10,38,77,252,27,89,508,1213,621,1591,47,153,183,397,524,1104,757,1655,1385,3248,172,354,9162,24306
POA4220,3673,7324,27,144,295,1305,70,326,2065,7766,2456,9541,146,603,272,932,524,1650,937,3196,3397,12735,7,52,89,286,40,125,471,1103,606,1566,40,140,155,358,554,1175,753,1672,1357,3240,134,271,8565,23567
POA4221,3099,6190,40,218,279,1265,85,401,1836,7052,2248,8937,162,677,260,874,570,1828,984,3375,3231,12309,17,77,71,234,46,148,467,1142,600,1600,63,211,129,302,539,1186,732,1693,1335,3291,102,212,7766,22006
POA4223,1603,3204,30,153,197,903,64,274,987,3824,1278,5153,91,379,130,435,336,1045,548,1856,1826,7008,4,28,52,171,28,97,256,644,341,945,28,82,74,173,251,542,354,791,694,1737,59,119,4175,12072
POA4224,718,1444,6,37,65,277,6,41,479,1802,558,2158,20,76,63,204,127,397,208,677,767,2833,4,16,13,61,12,57,138,340,173,471,9,11,39,98,109,226,155,341,336,814,30,58,1851,5154
POA4225,1290,2553,4,19,28,113,10,43,288,994,325,1169,19,65,42,143,92,290,151,497,478,1666,4,9,9,29,5,21,118,267,136,324,5,10,29,66,134,273,167,358,305,678,37,77,2109,4977
POA4226,4096,8259,42,239,395,1763,96,402,2280,8574,2812,10976,203,860,440,1474,812,2606,1454,4934,4273,15909,12,59,136,442,51,164,702,1779,899,2445,77,230,228,513,656,1450,958,2188,1854,4635,123,255,10351,29057
POA4227,2179,4376,33,187,342,1523,72,318,1652,6324,2099,8354,131,556,266,908,439,1420,837,2881,2939,11234,12,49,117,354,24,88,477,1192,624,1683,61,193,163,370,412,891,640,1455,1271,3141,111,230,6496,18973
POA4228,538,1095,11,64,67,315,13,72,394,1631,492,2077,47,196,68,251,163,526,282,974,771,3048,0,0,11,32,7,21,53,157,72,216,6,25,15,49,64,144,88,227,164,442,14,32,1491,4614
POA4270,475,950,11,74,63,305,25,124,288,1149,391,1650,39,145,40,133,147,457,222,735,610,2389,3,3,14,42,0,17,56,149,77,214,4,19,16,33,55,121,74,171,149,385,12,21,1248,3749
POA4272,1159,2303,18,97,105,459,35,155,424,1669,576,2379,29,123,96,322,177,533,301,978,874,3365,5,15,27,76,5,37,118,291,153,414,5,20,27,55,128,261,159,339,308,754,17,39,2362,6462
POA4275,442,883,4,30,44,179,19,71,273,1080,333,1367,22,101,40,125,88,290,152,518,487,1882,0,6,11,46,4,14,28,83,48,144,3,12,12,21,49,110,61,147,116,287,6,17,1052,3071
POA4280,1906,3867,67,399,291,1406,129,631,1545,6131,2028,8568,149,649,207,686,571,1867,930,3203,2956,11772,20,89,59,225,36,147,420,1157,539,1622,25,95,57,140,273,628,359,859,899,2479,49,100,5808,18220
POA4285,2433,4894,62,358,257,1200,99,496,1258,5055,1677,7115,115,485,173,571,515,1639,799,2698,2475,9812,19,80,82,303,51,178,424,1215,570,1783,29,109,66,138,365,789,464,1045,1034,2826,71,157,6024,17690
POA4287,109,220,0,0,5,40,0,0,37,142,46,179,0,4,5,12,13,31,18,52,58,233,0,5,0,9,4,9,13,30,18,50,0,0,0,0,8,16,8,21,21,74,6,13,198,536
POA4300,5179,10453,208,1291,952,4587,293,1414,5871,22986,7315,30279,351,1514,673,2279,1184,3914,2208,7706,9527,37983,67,356,283,1042,147,562,1533,4331,2034,6291,145,480,272,604,964,2163,1381,3248,3417,9538,245,525,18365,58500
POA4301,2421,4863,171,1106,388,2040,216,1111,2525,10411,3307,14673,160,731,158,525,549,1830,867,3084,4175,17761,72,409,180,742,131,564,1215,3565,1606,5279,85,284,113,269,571,1332,766,1884,2367,7157,167,364,9125,30149
POA4303,352,712,11,70,27,123,21,138,148,573,207,904,7,29,13,31,77,250,93,311,304,1221,3,16,21,79,15,57,125,383,170,539,4,24,18,32,111,227,129,272,294,816,39,84,987,2831
POA4304,1657,3338,41,226,130,667,77,354,921,3592,1171,4835,52,232,91,301,341,1106,480,1640,1657,6478,14,81,68,261,65,252,538,1485,691,2071,34,113,68,147,424,934,525,1190,1212,3269,134,273,4656,13358
POA4305,5984,11989,139,817,628,3036,226,1059,3602,14144,4597,19056,260,1094,421,1415,1271,4081,1952,6587,6547,25649,64,320,320,1132,215,837,1832,5043,2430,7335,98,337,304,665,1358,3057,1772,4063,4198,11393,311,662,17034,49690
POA4306,4385,8788,112,610,587,2741,195,923,3403,13304,4295,17565,281,1203,457,1552,968,3105,1707,5860,6000,23427,27,117,130,427,74,248,767,2122,983,2908,57,181,127,294,461,1013,648,1481,1639,4385,110,224,12129,36821
POA4307,213,436,14,56,16,88,6,14,99,379,132,531,13,41,12,45,37,122,61,203,189,742,0,4,0,11,6,11,18,54,27,78,0,9,6,8,23,55,34,75,54,149,0,3,461,1328
POA4309,465,931,5,43,36,180,14,77,193,770,254,1061,18,85,26,84,67,210,112,381,367,1439,0,10,9,25,3,4,54,146,64,181,0,0,8,12,47,106,53,123,118,304,7,10,954,2686
POA4310,900,1798,15,78,74,326,23,109,268,1070,381,1585,27,119,49,162,132,413,210,689,588,2280,0,14,15,53,14,39,67,183,95,288,8,31,18,37,92,195,116,263,216,548,12,27,1713,4653
POA4311,1203,2434,39,211,97,468,55,260,532,2099,719,3029,47,210,67,213,242,767,356,1189,1075,4221,8,45,36,130,39,159,226,685,305,1012,13,35,32,65,204,446,250,552,550,1562,40,88,2873,8305
POA4312,465,915,0,14,29,133,9,43,67,275,111,465,5,30,22,71,46,162,81,261,184,726,0,9,5,19,0,3,35,102,45,132,0,0,0,11,41,92,47,102,87,239,13,22,756,1896
POA4313,327,659,8,48,18,86,9,25,108,435,136,596,6,20,14,33,52,149,65,201,202,798,0,12,4,20,9,18,35,101,45,152,0,6,12,22,52,102,63,136,113,291,6,14,646,1761
POA4314,517,1026,4,14,28,136,12,69,97,392,143,606,11,34,16,55,48,152,76,243,221,850,0,7,4,18,8,18,48,153,62,198,0,0,8,11,63,134,67,149,130,345,15,31,883,2248
POA4340,693,1393,9,66,49,241,45,181,271,1057,379,1544,31,126,42,137,119,378,192,639,565,2183,9,22,27,91,19,63,146,415,192,594,12,40,27,59,84,187,121,279,308,878,19,41,1588,4492
POA4341,1809,3633,38,217,194,898,69,332,939,3704,1241,5154,60,235,101,315,332,1039,486,1594,1731,6752,15,67,60,234,48,198,331,961,453,1459,34,100,56,122,263,592,346,810,801,2267,60,135,4410,12778
POA4342,300,608,7,41,37,168,17,69,109,423,165,709,12,47,21,59,69,209,97,322,256,1029,6,20,13,53,4,9,52,156,76,240,5,12,5,7,48,102,55,122,132,365,4,12,696,2007
POA4343,1240,2481,29,172,122,597,40,191,605,2365,799,3329,38,158,68,228,229,720,336,1110,1137,4434,10,47,51,201,19,63,190,517,269,829,17,63,36,77,182,412,237,555,504,1374,59,144,2945,8435
POA4344,317,619,11,51,26,129,7,38,156,620,200,840,12,54,26,78,63,187,96,316,300,1158,0,12,14,37,4,16,50,127,63,187,5,14,4,17,36,87,49,117,113,301,11,22,739,2097
POA4346,121,241,0,3,8,42,10,33,67,279,87,361,6,16,6,29,17,56,29,99,116,458,0,0,4,5,0,9,21,61,27,71,4,6,0,6,12,31,15,41,44,116,7,9,288,825
POA4347,159,321,7,26,16,84,8,33,65,261,93,403,10,23,10,24,24,80,36,126,130,529,3,11,4,9,6,20,20,60,32,96,0,0,3,3,28,49,26,60,58,154,4,10,347,1011
POA4350,12541,24918,261,1625,1161,5595,327,1535,6399,25159,8137,33914,404,1708,825,2709,1710,5404,2941,9808,11076,43726,104,534,468,1642,259,989,2429,6602,3261,9763,192,661,420,903,1805,3872,2410,5440,5676,15204,553,1159,29855,85003
POA4352,3761,7478,111,616,539,2575,111,510,2251,9058,3012,12760,207,852,339,1076,703,2175,1244,4101,4257,16864,14,71,74,241,30,93,347,976,456,1394,28,98,80,174,256,555,367,822,825,2211,61,129,8906,26689
POA4353,37,65,0,10,7,24,0,14,24,85,33,131,5,10,9,18,10,31,16,59,48,191,0,0,0,0,0,0,4,9,4,9,0,3,0,0,3,8,5,10,6,18,0,0,90,276
POA4354,169,338,0,3,10,47,10,38,60,274,87,361,4,20,9,31,23,75,37,125,119,483,3,15,6,20,0,10,17,61,31,103,0,3,4,12,17,38,22,48,54,156,12,24,355,999
POA4355,430,849,0,3,26,114,7,23,100,405,130,552,5,28,10,34,47,151,66,214,195,762,0,0,10,49,3,9,43,143,57,201,3,12,10,23,41,94,56,128,114,327,21,40,754,1975
POA4356,582,1168,15,87,64,304,15,63,304,1260,398,1715,15,66,36,120,114,348,164,534,569,2252,4,9,22,79,10,28,82,242,116,355,5,9,12,18,61,130,75,155,190,513,16,30,1354,3959
POA4357,328,652,9,60,25,113,5,26,117,448,150,637,6,32,18,47,41,123,64,202,214,839,0,0,5,20,4,7,44,124,55,154,0,9,6,17,22,46,36,78,84,230,5,16,636,1740
POA4358,326,651,5,43,35,160,7,51,242,928,294,1183,14,54,14,57,42,123,73,240,365,1420,0,0,8,28,4,18,61,172,73,220,0,10,5,13,34,72,41,92,121,315,5,12,811,2392
POA4359,188,367,0,0,11,54,4,21,99,389,111,466,5,29,11,34,30,100,48,164,162,628,0,0,0,10,0,4,15,39,19,51,0,0,0,11,16,32,22,41,42,94,5,4,385,1091
POA4360,66,133,3,13,5,18,0,0,33,130,37,159,9,27,3,13,10,46,24,84,61,244,0,0,0,0,0,7,11,25,11,28,0,0,0,3,10,26,16,27,23,63,0,0,154,441
POA4361,375,740,0,16,26,112,3,30,125,518,155,672,9,44,16,57,62,184,88,282,247,954,3,19,5,29,3,25,44,133,64,207,0,9,9,13,40,77,49,102,115,300,12,21,744,2019
POA4362,377,735,8,33,35,180,0,24,118,478,167,711,5,22,16,51,59,173,81,250,247,960,0,5,13,50,3,20,45,113,57,185,4,11,9,22,30,58,42,87,99,276,3,14,724,1986
POA4363,65,125,6,25,5,24,0,0,31,136,42,186,4,18,4,19,18,55,25,91,72,272,0,8,0,6,0,0,14,37,17,49,0,0,3,6,9,17,11,24,26,74,5,8,163,478
POA4364,19,41,0,0,4,5,0,0,4,32,10,41,0,0,3,8,4,16,9,18,17,62,0,0,0,0,0,0,4,19,4,19,0,0,3,0,0,0,3,0,9,23,0,3,47,125
POA4365,86,169,0,0,8,48,0,3,12,46,17,95,4,13,0,0,14,45,20,57,41,154,0,0,0,0,0,9,12,35,14,42,0,0,0,0,18,34,15,37,33,80,0,3,156,406
POA4370,2394,4775,36,190,180,858,62,309,896,3559,1173,4927,79,314,107,358,389,1197,571,1862,1746,6787,12,41,70,250,43,186,430,1216,557,1694,20,69,61,131,320,688,401,883,957,2577,70,151,5169,14288
POA4371,113,215,0,0,10,46,0,8,38,148,47,202,3,12,9,14,15,49,25,76,76,275,0,0,0,6,0,0,4,24,10,24,0,0,0,0,8,23,8,23,19,43,3,3,205,547
POA4372,18,43,0,0,3,14,0,0,7,32,6,45,0,5,0,5,0,4,5,11,12,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,4,0,0,38,106
POA4373,156,302,0,13,3,28,3,13,37,135,43,192,4,34,0,0,13,54,24,87,68,272,0,3,0,0,5,13,5,16,12,39,0,6,3,9,21,37,22,52,41,86,9,8,265,672
POA4374,70,133,0,0,8,20,0,8,18,58,16,78,0,11,0,5,4,21,8,31,29,114,0,0,3,10,0,0,10,14,10,26,0,0,3,8,4,12,10,22,18,48,0,5,118,293
POA4375,31,66,0,0,4,7,0,8,9,37,17,55,0,4,0,6,0,0,4,13,21,66,0,0,0,0,0,0,8,17,8,17,0,0,0,0,0,9,0,9,9,19,0,0,59,155
POA4376,47,92,0,11,0,8,4,13,10,40,16,66,0,3,0,3,6,21,10,30,23,97,0,0,0,3,4,10,6,21,10,31,0,0,0,0,0,9,0,9,11,36,0,5,83,228
POA4377,98,195,0,3,4,20,0,11,39,156,44,188,0,0,6,15,14,43,16,58,62,245,0,0,0,0,0,0,6,17,6,17,0,0,3,7,5,8,3,14,13,31,0,8,174,471
POA4378,86,177,0,8,4,19,4,23,26,119,36,167,6,12,6,9,10,33,17,58,54,225,0,0,0,4,0,0,11,26,10,33,0,6,0,4,0,0,3,10,21,47,3,0,160,451
POA4380,1129,2245,17,84,81,386,26,91,347,1420,466,1982,25,107,46,145,153,473,223,722,686,2703,4,7,27,86,18,59,124,336,165,488,7,20,19,45,114,253,145,317,308,805,26,59,2150,5804
POA4381,106,206,0,0,8,30,3,12,35,138,45,183,0,7,3,12,7,25,12,45,60,225,0,0,0,4,5,4,12,30,13,41,0,0,4,7,10,14,13,26,27,68,4,10,189,508
POA4382,84,165,0,0,11,39,0,0,15,60,21,100,5,12,7,20,7,27,18,54,40,157,0,0,0,0,0,0,0,14,8,21,0,0,0,0,5,14,5,14,15,35,0,3,144,362
POA4383,93,184,0,0,0,14,6,21,16,56,22,95,0,6,3,15,9,19,14,35,33,130,0,5,3,9,0,0,17,43,21,55,0,0,0,0,10,18,5,15,31,78,3,8,160,398
POA4384,6,14,0,0,0,10,0,0,0,7,3,19,0,0,0,5,4,9,6,7,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,37
POA4385,160,312,4,18,11,42,4,21,56,224,72,309,0,5,3,13,19,49,24,67,99,376,0,0,0,12,0,0,24,55,21,71,0,3,4,0,17,28,20,35,38,104,6,14,304,806
POA4387,171,337,0,8,4,33,4,21,61,245,78,315,4,11,11,29,17,53,29,91,108,407,0,0,3,16,8,32,31,86,43,130,0,6,0,9,32,61,32,70,81,198,0,4,357,949
POA4388,52,92,0,5,0,5,0,0,22,85,22,101,0,0,0,0,7,14,3,15,31,113,0,0,0,7,0,0,5,17,5,22,0,0,5,3,12,14,7,22,14,44,0,4,101,258
POA4390,702,1385,10,69,86,353,34,152,446,1768,572,2345,13,55,50,139,92,274,153,466,727,2809,0,3,21,67,15,64,123,344,163,485,7,20,10,22,64,143,85,183,249,674,26,53,1705,4923
POA4400,246,485,0,19,23,128,16,78,172,696,216,912,3,14,17,49,41,135,57,198,276,1108,0,5,9,13,7,19,40,104,52,142,0,3,8,14,30,62,32,82,86,221,4,9,611,1827
POA4401,614,1200,14,102,58,292,29,117,284,1153,387,1666,25,112,29,98,112,364,165,573,555,2240,8,21,20,64,19,56,157,451,196,593,17,62,17,40,105,231,135,334,329,918,22,49,1518,4416
POA4402,48,94,0,7,0,3,0,3,5,35,7,49,0,5,0,4,4,7,7,25,20,71,0,0,0,3,0,0,0,8,3,14,0,8,0,0,5,12,5,17,11,28,0,0,76,195
POA4403,86,182,4,16,14,55,0,10,44,195,59,271,0,0,7,22,27,76,31,103,95,377,0,0,3,10,0,0,14,48,21,60,0,0,0,4,4,12,4,18,24,74,0,0,210,631
POA4404,61,121,0,0,8,33,0,5,32,118,39,158,3,5,7,15,8,27,18,51,56,202,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,11,7,11,7,12,0,0,122,341
POA4405,1459,2878,46,246,172,785,65,302,863,3478,1141,4813,49,183,98,307,230,728,381,1213,1519,6032,18,85,41,153,44,171,326,967,427,1377,11,44,40,76,203,438,253,554,679,1933,64,142,3724,10981
POA4406,213,411,4,28,17,61,4,13,108,430,133,541,10,21,15,49,41,138,69,203,202,743,0,0,3,13,0,3,19,58,22,71,0,0,4,5,24,45,26,57,46,123,0,7,466,1293
POA4407,69,125,0,4,9,23,0,9,26,101,31,132,0,9,5,16,13,34,14,54,52,187,0,0,0,3,0,0,9,12,7,18,0,0,0,0,8,13,8,17,14,38,0,0,128,354
POA4408,72,139,0,0,4,31,4,16,29,119,40,161,0,7,3,11,4,20,11,27,49,192,0,4,0,0,0,3,12,28,12,37,0,0,0,0,9,18,9,18,18,59,0,0,142,387
POA4410,154,302,3,12,16,65,3,11,48,186,66,280,0,0,9,15,29,94,35,105,104,383,0,6,0,5,0,5,21,61,29,79,0,0,0,3,16,30,14,31,43,111,7,15,304,808
POA4411,33,60,0,0,6,25,0,0,18,87,28,106,0,12,0,0,6,12,6,17,35,128,0,3,0,0,0,0,4,11,6,17,0,0,4,3,6,12,10,18,14,25,0,5,75,221
POA4412,16,38,0,0,0,0,0,0,19,59,19,59,0,4,0,0,9,21,9,23,24,86,0,0,0,0,0,6,0,0,3,5,0,0,0,0,0,0,0,0,5,11,0,0,50,131
POA4413,833,1636,17,89,95,460,34,163,538,2177,685,2885,29,99,47,140,118,363,192,603,877,3491,3,11,16,62,24,82,169,489,211,641,11,32,16,37,113,230,137,295,343,939,25,44,2073,6109
POA4415,231,463,3,12,24,108,9,30,100,398,133,549,0,12,14,43,23,68,47,130,182,674,0,0,3,19,10,36,42,128,55,188,5,13,3,12,28,56,34,76,90,261,18,37,517,1439
POA4416,45,95,0,6,3,11,0,0,29,123,36,135,4,9,0,8,3,10,7,24,43,163,0,0,0,0,0,0,9,22,12,24,0,0,0,0,3,8,3,12,15,33,0,3,111,291
POA4417,81,158,0,3,15,43,5,6,55,210,67,260,0,0,3,6,12,26,8,36,81,294,0,9,0,0,0,4,15,42,14,47,0,0,0,0,6,12,6,12,26,65,0,0,181,513
POA4418,13,24,0,0,4,7,0,0,5,10,6,15,0,6,0,0,0,3,5,9,7,29,0,0,0,0,0,0,5,6,5,6,0,0,0,0,0,0,0,0,4,11,0,0,22,65
POA4419,119,238,0,3,7,19,3,6,53,216,65,251,0,5,3,19,9,20,17,40,79,292,3,7,8,14,0,0,15,51,19,77,0,0,0,5,6,4,0,6,23,85,0,3,227,616
POA4420,149,290,0,9,12,35,4,12,88,352,100,403,9,18,7,6,22,75,35,100,137,509,0,0,6,10,0,8,9,21,15,44,0,0,0,0,6,16,9,14,23,58,3,11,308,861
POA4421,231,452,6,43,12,68,11,30,77,312,104,447,3,9,8,18,23,79,34,102,137,556,4,10,9,34,8,29,48,161,65,230,0,0,9,12,39,97,44,106,112,335,14,38,497,1373
POA4422,52,105,0,0,8,15,0,8,30,102,39,136,6,5,3,9,8,27,15,40,48,172,0,0,0,6,0,0,5,10,3,9,0,0,0,0,3,3,3,3,9,20,0,3,108,291
POA4423,24,39,0,0,4,7,0,0,17,57,17,63,0,0,5,11,3,8,5,13,24,81,0,0,0,0,0,0,0,11,0,11,0,0,6,4,4,5,5,11,6,17,0,0,52,133
POA4424,23,47,0,0,3,13,0,0,18,87,22,101,0,0,3,11,3,13,8,21,29,123,0,0,0,0,0,0,6,8,6,8,0,0,0,0,4,3,4,3,4,14,0,3,62,185
POA4425,23,48,0,0,0,8,0,0,11,41,10,53,0,8,0,0,0,0,0,5,13,56,0,0,0,0,0,0,3,9,0,16,0,0,0,0,5,10,5,10,7,23,0,0,45,124
POA4426,17,31,0,0,3,7,0,0,3,21,8,26,0,9,0,0,0,7,5,17,12,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,10,9,10,0,0,30,81
POA4427,37,77,0,6,3,18,0,0,9,39,15,70,0,0,0,3,8,19,5,18,24,92,0,0,6,18,0,0,0,12,7,22,0,0,3,4,0,3,3,5,9,33,0,9,74,206
POA4428,85,164,0,0,7,39,0,0,43,178,53,215,7,12,4,17,7,23,16,56,71,273,0,0,4,8,0,0,3,16,9,29,0,0,0,0,6,10,6,10,11,38,0,0,167,473
POA4454,76,150,0,5,3,19,0,3,35,134,42,164,3,6,3,6,15,39,18,55,63,220,0,0,0,8,0,0,13,36,15,40,0,0,0,0,5,13,5,13,25,53,3,6,166,430
POA4455,834,1612,19,80,98,424,27,127,574,2268,719,2901,35,133,53,154,126,366,218,657,931,3554,4,21,17,59,11,42,166,453,196,578,10,24,26,46,85,177,123,257,317,838,30,65,2119,6063
POA4461,6,11,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,5,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,8,26
POA4462,18,32,0,8,0,0,0,0,4,32,6,42,0,0,0,0,4,7,4,7,14,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,88
POA4465,139,271,0,0,13,44,4,14,74,290,86,354,3,21,3,8,28,88,39,117,121,467,0,16,3,10,0,0,12,33,18,58,0,0,4,7,18,35,18,41,36,106,4,4,306,844
POA4467,20,37,0,4,0,9,0,0,7,20,11,37,0,3,0,0,5,18,5,19,17,61,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,40,101
POA4468,38,67,0,0,0,0,0,0,18,51,18,51,0,0,3,12,4,15,13,28,24,77,0,0,0,0,0,0,3,5,3,5,0,0,0,0,3,12,3,12,9,15,0,8,73,168
POA4470,356,695,12,49,26,111,9,33,152,579,194,779,6,20,21,65,44,121,65,202,260,980,0,5,12,56,8,14,57,159,75,227,0,0,5,18,47,100,51,112,133,344,14,23,762,2043
POA4472,213,404,0,4,7,39,0,14,70,266,84,325,3,14,8,22,30,88,41,123,125,446,0,6,0,0,5,10,25,60,26,74,0,0,4,6,18,39,23,43,45,121,4,4,383,975
POA4474,11,18,0,0,0,0,0,0,6,20,6,20,0,0,0,0,0,7,3,14,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,52
POA4477,60,117,0,0,3,10,0,3,33,136,40,148,0,0,6,15,12,22,14,39,56,191,0,0,3,15,0,0,8,22,15,38,0,0,0,0,5,4,5,4,17,42,0,5,130,355
POA4478,68,129,0,0,4,18,0,4,36,132,42,156,3,6,3,4,5,18,16,35,50,190,0,0,0,3,0,0,5,18,9,25,0,0,0,0,8,13,8,13,11,36,0,0,134,360
